pool_id,category,max_potential_return,buy_volume_10s_at_first,holder_delta_10s_at_first,marketcap_change_10s_at_first,marketcap_change_30s_at_first,marketcap_at_10s,percent_of_max_return_at_10s,potential_return_at_10s,marketcap_at_20s,percent_of_max_return_at_20s,potential_return_at_20s,marketcap_at_30s,percent_of_max_return_at_30s,potential_return_at_30s,marketcap_at_60s,percent_of_max_return_at_60s,potential_return_at_60s,marketcap_at_120s,percent_of_max_return_at_120s,potential_return_at_120s,marketcap_at_180s,percent_of_max_return_at_180s,potential_return_at_180s,big_buy_5s_at_first,marketcap_change_5s_at_first,large_buy_5s_at_first,net_volume_5s_at_first,holders_count_at_first,super_buy_5s_at_first,holder_delta_5s_at_first,buy_volume_5s_at_first
2exZ877TEorjJbQpjCRHrFgo6scVjaiL9uJUFVAmay65,definitely_buy,1482743.9808386518,25.671081652,0,-4.11872749,-21.34367383,43321.49104697,100.0,1482743.9808386518,62573.94152427,69.23247919450188,1026540.4180418485,61480.78485355,70.46346456077902,1044792.7794653274,63036.02936994,68.7249680539503,1019015.3271532345,48429.23748273,89.45317601256588,1326361.5829953253,15522.33561402,279.0913179833671,4138209.7184416377,0,4.43860071,2,-27.744712913,362,0,0,25.671081652
2gHNLd2RnHAPxcoc6GWdQ8tYSP5WfbF4EJbzybm18X9q,do_not_buy,1.0636645139779395,11.081919373,29,8.22908262,8.22908262,55362.1484446,100.0,1.0636645139779395,51191.14702619,108.14789599513381,1.1503307923140076,48508.95949141,114.12767667054075,1.2139355973720216,47029.84945948,117.71704370922758,1.252114420838954,39474.41780046,140.2481696486347,1.4917700120561064,42348.4632663,130.7300057063842,1.390528679820144,0,-5.15319674,0,-2.711493171,542,0,1,1.7171
2hNK8GzxEHpLZkKEtFaGcXDYypVaH3ox5VGuENMM8wtP,do_not_buy,1.4554083904206188,6.800716424,15,30.86842848,30.86842848,62734.7007728,100.0,1.4554083904206188,58991.68461994,106.34498942855211,1.5477538989350674,60673.23438674,103.39765368847804,1.5048581272801638,58055.36683222,108.06012294109392,1.572716095983517,55143.99969327,113.76523487913846,1.6557487738127052,60728.32011049,103.30386326949198,1.5034930936528301,0,-4.20305508,0,-0.345098162,124,0,6,0.314368967
2kjtpUihqjGvakTkQNKNsqkmN5U44w49gXa1ih5EjzJh,do_not_buy,1.2957585868179522,10.70273884,41,7.48208481,7.48208481,57938.96898188,100.0,1.2957585868179522,56589.65298479,102.38438641327711,1.3266544785109111,62283.52403454,93.02455164506961,1.20537361578989,58144.82188163,99.64596520706681,1.2911711505881973,64628.89726248,89.64870427321401,1.161630783591203,58070.71498005,99.77312833462571,1.292818877732808,0,-3.53403541,0,-0.036729335,243,0,5,1.486049504
2nLq3SwWgbeKznT4cDesrvHNCbcxV5EojS6hifyjcVmR,definitely_buy,17.653577266375848,0.3465,8,-26.81161552,-26.81161552,48700.47547126,100.0,17.653577266375848,51335.14463795,94.86770869105081,16.74754425461501,53705.326881,90.68090317962363,16.00842330866233,80845.65111847,60.23883139971876,10.634308645511227,63235.54653479,77.01439797704079,13.595796253111093,65991.61864414,73.7979708209272,13.027981799889886,0,-21.48458011,0,-1.014417079,299,0,4,0.3465
2nSyu4TyxqUS6YKgVx1QnaLqRWHK2S1jzp9vsZQcpRFn,definitely_buy,8.189422110357532,0.0,7,48.85547538,48.85547538,79959.66551535,100.0,8.189422110357532,115924.0671764,68.97589729462867,5.648727383863823,141901.51157043,56.34870596544956,4.61463338523488,159705.84168521,50.06683830197984,4.1001847258592905,204581.95609702,39.08441733611653,3.2007879150283394,194515.84430472,41.1070192256877,3.36642732137739,0,7.3038168,0,0.0,207,0,2,0.0
2oDLPV79YLdnTtMjzc1TgA2gvxovLaNyZqSMHK4eBQAJ,maybe_buy,3.2853939402305996,124.097809803,142,104.55546288,104.55546288,98732.6520785,100.0,3.2853939402305996,123649.39897579,79.84887342463462,2.623350048835347,120734.28949587,81.77681128597472,2.6866904025032263,119799.03464302,82.41523178605395,2.7076650309260195,139228.6487588,70.91403454582444,2.32980539374155,162957.84861162,60.5878470535108,1.9905494556122278,0,10.94239465,1,1.063331634,1049,0,64,30.552548234
2oGVitjzxUECEsfBxXdTobkekAkSStbTJtpNJoqSNfgd,definitely_buy,5847858.953240957,0.0,17,4.89797028,-12.37388867,49450.5827833,100.0,5847858.953240957,49420.25182414,100.06137354230393,5851447.991429498,35431.47265818,139.56682879192556,8161671.293263097,42173.77824489,117.25433395166982,6856868.066055775,46618.16764903,106.0757753406229,6203161.725476379,42087.91906786,117.4935322974008,6870856.047932608,0,6.67985316,0,0.0,521,0,6,0.0
2p6swo6gCumeM5hxZ8FijEncwEmRkFkAWw2y7m68n3TX,definitely_buy,133.2321375706961,0.0,9,29.23672756,14.47229559,84259.13290657,100.0,133.2321375706961,93203.92473185,90.40298801685186,120.44583336263199,88140.0345363,95.59689118554671,127.36578157763624,91762.44247662,91.82311480869555,122.33789864361947,126784.02278659,66.45879429807943,88.54447224704312,133538.95051893,63.09704590244305,84.06554299978819,0,6.63992315,0,0.0,70,0,3,0.0
2pixhLgMgg3N9ktV34ZEuPfRUZf851UM3w2eszig4dXn,do_not_buy,1.1531699371714246,41.697656395,22,1.51226898,1.51226898,56010.65989652,100.0,1.1531699371714246,50351.08619094,111.24022167886889,1.2827887944435659,50733.87695406,110.40090617801235,1.2731100604096683,52325.70319734,107.04234529879635,1.2343801460289492,55949.40196679,100.10948808669369,1.1544325208719604,58146.20525287,96.32728335914132,1.1108172729915502,0,20.02070895,1,5.705280906,554,0,7,6.63168
2pztMTZGgExCxXE162RTy35dZAeMs5AmS2AmNEq314Ji,do_not_buy,1.4426219891546863,0.0,6,21.06761717,21.06761717,67181.59049513,100.0,1.4426219891546863,68661.45052273,97.84470031388268,1.4115291619505759,69483.96541244,96.68646585777933,1.3948202170008628,96917.63971466,69.31822802631453,1.0,74667.20919972,89.9746906509289,1.2979946720042062,74288.36072007,90.43353473403538,1.3046140576430352,0,0.98489936,0,0.0,54,0,2,0.0
2qapPeTvhorsZkW7XDtvNZJAkGQSdQy2EPfG9oZfEfJT,do_not_buy,1.9451617337149596,0.0,34,28.19936375,28.19936375,60803.53274552,100.0,1.9451617337149596,61837.64956534,98.3276906106735,1.9126326114044583,63360.73561088,95.96405748654078,1.8666561243484172,70667.63090289,86.04156099286102,1.6736475195241498,107753.76557986,56.42822078496776,1.0976201577253841,57711.43870779,105.35785297848177,2.049380639601094,0,-7.6682458,0,0.0,266,0,0,0.0
2ri6B9r68w7DyLJcBcEAwZ4WrzEzLoBXnru3Xqk6m8zR,do_not_buy,1.4248219009892453,59.684551904,34,-1.35516364,-1.35516364,47251.52853934,100.0,1.4248219009892453,46205.83574491,102.26311845153712,1.457067308332075,49100.48064059,96.23435030140718,1.3711680993691593,59778.59440326,79.04422814057193,1.126239474014773,42953.04882766,110.00739139362781,1.5674094052833671,34211.37255303,138.11643618243275,1.9679132315931362,0,-5.25110283,2,3.698909192,530,0,8,18.112706165
2rkRJXikU9HJK15JEayDjzzJL88HRG9hyRdNmgNy23eK,do_not_buy,1.1219936074291113,0.2495,13,-6.21796064,22.53447416,66715.95176132,100.0,1.1219936074291113,66532.35961237,100.27594414209815,1.1250896830635275,61704.34495661,108.12196743719444,1.213121562871907,63813.54919026,104.54825441914615,1.1730247312615432,44813.1847614,148.87572065350292,1.6703760687463238,50745.63677439,131.47130670156415,1.4750996567950705,0,-4.02654739,0,-3.140094911,211,0,0,0.2495
2rq1Es4rNuz5oundoydRGAxLy7iQs1nKc3XN6jeY6tZd,do_not_buy,1.2869529460651938,0.0,10,1.55433561,34.77685304,71627.33929151,100.0,1.2869529460651938,78153.33615246,91.64975267566413,1.1794891921209234,86275.15504753,83.0219768971144,1.0684537775589784,47437.83393321,150.9920107068075,1.9431961301143317,69206.15690965,103.4985071993246,1.3319770875352048,71549.03131404,100.10944659352032,1.2883614722248715,0,2.28795043,0,0.0,182,0,4,0.0
2t3yWDcf2zU3todZEdUVsyoFuV9juSHKGPpsYafkPJqN,do_not_buy,2.036088303793328,41.142195962,57,53.65204897,53.65204897,88002.74433256,100.0,2.036088303793328,122146.27147345,72.04701647539726,1.4669408756876159,129873.41501484,67.76039909515305,1.3796615605800913,100546.02818257,87.52483407178046,1.7820829094500397,16628.58790391,529.2256013625022,10.775500570021812,12464.54794801,706.0243556334498,14.375279326984883,0,6.57221414,0,2.809814333,170,0,11,15.672363559
2tYqAtBQvwKfLoJZRZE5zu2gSPvrdhPTagQoP3WUNkqg,do_not_buy,2.7852937731423375,19.355329413,63,51.5126104,51.5126104,70542.57077528,100.0,2.7852937731423375,71363.73803693,98.84932140014155,2.7532439937515987,67224.08088374,104.93646004216721,2.9227886873104807,60616.98249012,116.37426984554664,3.2413652915478712,64944.85010484,108.61919099267092,3.025363563156446,57357.98218494,122.98649305310074,3.4255351328141486,0,17.10572814,0,-2.67037671,1107,0,5,2.674414248
2toJQ4D6sHK9r2UcCxAH2tRVZ2uVQQViXbCjVnNsE3sL,maybe_buy,4.810292037007182,54.6127806,39,11.77352532,11.77352532,62794.31153046,100.0,4.810292037007182,77516.30089286,81.00787938430116,3.896715571371421,102548.01880411,61.23405626237537,2.94553693232554,130745.41465761,48.02792640560497,2.3102835194284856,247557.74388229,25.365521007623077,1.2201556371750766,221895.88324491,28.29899798598468,1.3612644466726438,0,-13.79096644,2,-5.060213289,231,0,11,20.484
2vL7vN4QiVjbjbFGFh6h9knPDLaGbmCmR69ihmzLewHe,do_not_buy,1.9485793711611041,76.939606585,91,-48.68056109,-48.68056109,56321.99800772,100.0,1.9485793711611041,87191.15177068,64.59600184643914,1.258704366574559,63747.17784354,88.35214344069594,1.7216116410640696,6454.51162396,872.5989089344157,17.003282332472892,8437.00877243,667.5588413723827,13.007913873344329,3419.13446256,1647.2589371507247,32.09814783892668,0,-25.93051544,0,-5.567125912,891,0,23,25.4137675
2yEyfvFqinw21TfNTLGH4S1Tin1zGVPf1qRbB4txug8Z,do_not_buy,1.4473339315970897,40.139740526,38,-6.63579506,-6.63579506,44729.59971557,100.0,1.4473339315970897,47696.37399326,93.77987459149571,1.357307945971915,38777.39996718,115.34966179637564,1.6694947951614296,14500.57303502,308.46780749660434,4.464559245951945,14536.46517706,307.7061663254819,4.453535754845277,10778.32911548,414.9956754551934,6.006373225523549,0,-11.2696747,0,6.996473005,442,0,2,10.53285
2z8vcEzFi8rxZqS81h6i6TVn7poSwUisen7rwvJiT1Sk,do_not_buy,2.881099266500368,41.572615055,53,5.39208413,5.39208413,59108.48094021,100.0,2.881099266500368,51875.55395338,113.94284289152874,3.2828064107775012,45251.68299265,130.62161897892435,3.763338506292695,57365.73879185,103.03794945391269,2.9686256059336986,75979.87066454,77.79492176445109,2.241348920330135,93837.38127063,62.99033513066532,1.814814083415722,0,-11.53025929,0,0.729125807,491,0,19,5.6519
2zjfxLyRa1hJjgV7zgMgeLobGftqusqtUU41aEguBnTj,do_not_buy,2.966391802683796,44.252546891,8,10.73280257,10.73280257,58879.61595149,100.0,2.966391802683796,53720.95681591,109.60269407199428,3.2512453324722372,57190.55698394,102.95338786090913,3.0540008580912628,81007.98870645,72.6837153862109,2.1560837751025814,97992.48490728,60.085848427256025,1.7823816823191334,102409.36158799,57.494368716380194,1.7055082406074988,0,1.24769764,0,-3.797432463,697,0,0,16.017956891
31RvVP4MsrwjGZh6dZ4oNB7hugts78HoCvGVh899i38G,do_not_buy,1.8859528629246796,302.866067802,183,76.96626131,76.96626131,101355.73690417,100.0,1.8859528629246796,63021.06649298,160.82834287715545,3.0331467368860334,72660.59572696,139.4920257535997,2.630753853251645,40763.96405243,248.64053155823552,4.689243223313684,39985.27208477,253.4826740438148,4.780563748147359,24928.9647385,406.5782031759923,7.667873262825347,3,52.02660898,7,15.270587052,496,0,89,106.93105547
31jqJRyMvyzYxgx4GTDaxqQQYUq8EM2WMqsoJ6xdrP5f,do_not_buy,1.2500848521865384,36.55626016,82,-20.00543017,-20.00543017,45816.12626727,100.0,1.2500848521865384,39473.71794794,116.06742067644782,1.4509412441999003,40258.48280464,113.80490042210299,1.4226578212226832,27107.49382198,169.01645931620644,2.11284915561392,23786.91942263,192.61059178466894,2.407795831606996,12951.14886612,353.76109672497284,4.422313883087854,0,5.40762043,1,1.564106759,205,0,16,10.302017922
32uJtKZPuv9fk5yxcNXCmrk5WppzmXJrJrFd3bW7Yt4u,maybe_buy,5.1508865487423146,60.666853826,20,22.92136662,22.92136662,59028.25596575,100.0,5.1508865487423146,71312.18496785,82.77443187635042,4.2636170773168045,72667.84647949,81.2302260565962,4.184076787462188,111556.76556537,52.91320133440104,2.725498970042602,181167.52634079,32.582139392196225,1.6782690352451062,254277.6466463,23.214095593647784,1.195731727345386,0,142.00694105,10,32.226776626,195,0,-1,43.933018408
3A2tbPJ4q7oLej34mjiLMi2aqFWNT3Mi4kgDnw2VEe5G,do_not_buy,2.247368627691673,24.370085359,26,19.07279139,19.07279139,65489.18879217,100.0,2.247368627691673,67553.60535876,96.94403199410836,2.1786897614549696,53680.1039415,121.99899773580808,2.7417672012128254,51397.85099429,127.41620033772516,2.863511712986807,72981.45699901,89.73401119281351,2.0166540159166253,86129.09650159,76.03608008469126,1.7088110095498679,1,7.24040421,0,-2.454234008,265,0,3,11.724949357
3ATetjmxKYM6idFAJ389JrQTWVsVKVsvZvrgZH7SE47i,do_not_buy,1.3301278505190848,15.3865761,39,-5.99244795,-5.99244795,43678.37037247,100.0,1.3301278505190848,43804.99029318,99.71094635596869,1.326283067496884,40853.18776204,106.915452049632,1.422112204220533,45576.68472775,95.83490030786689,1.2747266995121376,35055.04172314,124.59939633629848,1.6573312722477622,24971.89650679,174.91010488768288,2.326528018483213,0,-19.47288075,0,-2.395135642,405,0,6,5.34532
3B11ktLkyHmfQ4Z25TNZVTvSayLRoNqaABZJ52PNoraJ,do_not_buy,1.1845946295864704,58.984929303,71,3.29043252,3.29043252,57059.2857409,100.0,1.1845946295864704,42000.43781985,135.8540260595402,1.6093194967783173,45391.32361493,125.70526963468456,1.4890978731996654,26220.85415747,217.6103242031286,2.577800213935969,12399.40497398,460.177612237347,5.451239281122865,9930.17290521,574.6051582945053,6.806741846483547,0,-15.58293656,1,4.640852909,528,0,15,15.9588925
3BNrkh2QsumgxWQdTN74SBEuLmUiAn8Z78YwCaSqhXPg,do_not_buy,2.0898555080604746,89.804686292,37,97.00316033,97.00316033,95031.31278934,100.0,2.0898555080604746,108790.70661439,87.35241800219173,1.8255393190428133,125724.27168568,75.58708554456798,1.5796608706355366,119197.38226803,79.72600654572294,1.6661583391524453,142864.64974234,66.51842352935549,1.3901389380032303,143075.23503926,66.42051838199902,1.3880928618885264,0,63.87742471,2,-8.785380645,728,0,0,16.0701
3CF4CkRqHX7MAxT2SvF2oCRTH6LXyNJMFSntpRqS9a8e,do_not_buy,1.8216117094174964,48.056927848,92,58.9940418,58.9940418,76774.40531135,100.0,1.8216117094174964,80761.22400212,95.06344939662462,1.7316869255850904,76204.05291058,100.748454155633,1.835245637956129,85175.5495967,90.13667146836292,1.6419401619468785,109686.26871923,69.99454554140563,1.275028837535807,91026.67106202,84.34275846366019,1.5363975642197505,0,46.40894121,1,4.51524871,114,0,16,5.97932
3DTgH4B7p1bUHRo7Sr3U3XGSvB5p2DCfcVMzTRknFjzt,definitely_buy,81.1884720654499,142.985205393,19,-8.15997215,-8.15997215,52600.49927847,100.0,81.1884720654499,51905.27265193,101.33941426567992,82.27592204238209,46883.05898544,112.19510931401813,91.08949498421258,60205.01235167,87.36897016351321,70.93353193507518,68943.25579135,76.29535140849781,61.94303006552508,75745.46911797,69.44375669064404,56.38032500198253,0,-1.93746075,0,0.5668,218,0,1,0.5668
3Dext2f7oNAY51PJCsNJePo7Kcehq2do1f7EA4sNgGq9,definitely_buy,18.670895771852077,0.0,20,21.181484,21.181484,68586.54245361,100.0,18.670895771852077,73701.37755034,93.06005495862486,17.375145866553108,66681.05161876,102.85761965144819,19.204438958529934,82469.29793121,83.16615294921026,15.527865734606129,85462.80424597,80.25309145743857,14.98397105970748,120844.07700091,56.75623014034319,10.59689657353597,0,28.41671857,0,0.0,71,0,6,0.0
3GRCHY7gAkjTVdqFShgsKiBcXvvwGVqjg3CSKeoRUr5u,do_not_buy,1.1407673844319643,401.502680647,82,1428.76697533,1428.76697533,815093.86677086,100.0,1.1407673844319643,496831.47671207,164.05841919779036,1.8715249376230607,781090.7914788,104.35328077900954,1.1904281917116508,838561.92702798,97.2013921094301,1.1088417783982036,438991.36137454,185.67423837651228,2.11811115269171,155073.27877579,525.6185161012486,5.996084598218317,3,43.18115135,2,-144.724515201,117,1,13,108.186922
3HPS1NtgqmXUfo97oaveutqzTwKK59YKy4oW7G8VnzY4,do_not_buy,1.5061904976355154,7.322187964,10,3.81162382,3.81162382,57809.65422745,100.0,1.5061904976355154,58939.29568977,98.08338147054569,1.477322571468953,60879.59513735,94.95735656097264,1.4302386813272445,56037.61453584,103.16223255805555,1.5538197439380845,63985.2663347,90.34838414996035,1.3608187768339348,58509.79627935,98.80337636357983,1.4881670661312942,0,7.18771978,0,0.279499987,71,0,-1,0.533247301
3KN7kgFqvhBi9Z9nfb7bus8iiGh4HJLs92pgyVvMLLZH,definitely_buy,26.864484213197546,0.0,25,-17.93601973,-17.93601973,41177.80676184,100.0,26.864484213197546,59623.17684553,69.06342288422886,18.553532337827523,50039.07129058,82.29130897077988,22.107135707288776,60690.88394278,67.84842152021196,18.227128488201068,37672.47090133,109.30476758397667,29.364162031869682,30727.58124251,134.0092682103877,36.000898702601155,0,-16.68401331,0,0.0,735,0,4,0.0
3KxpJqEyJq97BfXmn4RJ95AkSoCcX6xCqfhWzYY37ufh,do_not_buy,1.3857168778098679,64.932554816,106,5.10147369,5.10147369,58664.63145158,100.0,1.3857168778098679,56302.44915681,104.19552316132996,1.4438549503688394,80508.15198779,72.86793946093456,1.009743335622447,60593.65284049,96.81646294870508,1.3416020675787437,20172.33839162,290.81720875726774,4.029903145325016,7240.38516118,810.2418606970784,11.227658214760135,0,-23.37594156,2,13.04062373,336,0,26,30.405468692
3Lm3wV43g3WyUpXBFMCk8AVX58x6bwE6pUfRcHsapS94,do_not_buy,1.7517719004992256,7.333319088,19,15.40129952,15.40129952,66094.99271753,100.0,1.7517719004992256,49086.31425763,134.6505512119524,2.358770519998302,48989.7924677,134.91584550211724,2.363417870827038,49941.16303692,132.34572184205632,2.318395166742009,96464.31252911,68.51755948354946,1.2002713539406618,89887.98913558,73.53039416404953,1.288084783292142,0,4.47809499,0,3.842076915,157,0,3,4.185
3N5C6TLqxhWDBXTFwmCJqufRe5VCMHBjBVyYtGhfyPq8,do_not_buy,2.096656307613317,16.73190973,42,39.65876561,39.65876561,66299.82154964,100.0,2.096656307613317,61792.72859513,107.29388887168385,2.249584088711782,71935.00558585,92.16628400829863,1.9324102071527969,49858.54540555,132.97584398091934,2.7880464204279884,69083.97509607,95.96989961484078,2.0121589536847275,89862.45155148,73.77922636759853,1.546896803344562,0,7.20223984,0,1.273030404,302,0,3,1.4604
