pool_id,initial_marketcap,ath_marketcap,multiplier,marketcap_10s,marketcap_15s,marketcap_20s,marketcap_25s,marketcap_30s,marketcap_40s,marketcap_50s,marketcap_60s,marketcap_90s,marketcap_120s,marketcap_150s,marketcap_180s,marketcap_240s,marketcap_300s,marketcap_360s,marketcap_420s,marketcap_480s,marketcap_540s,marketcap_600s,token_amount_10s,sol_return_10s,roi_10s,token_amount_15s,sol_return_15s,roi_15s,token_amount_20s,sol_return_20s,roi_20s,token_amount_25s,sol_return_25s,roi_25s,token_amount_30s,sol_return_30s,roi_30s,token_amount_40s,sol_return_40s,roi_40s,token_amount_50s,sol_return_50s,roi_50s,token_amount_60s,sol_return_60s,roi_60s,token_amount_90s,sol_return_90s,roi_90s,token_amount_120s,sol_return_120s,roi_120s,token_amount_150s,sol_return_150s,roi_150s,token_amount_180s,sol_return_180s,roi_180s,token_amount_240s,sol_return_240s,roi_240s,token_amount_300s,sol_return_300s,roi_300s,token_amount_360s,sol_return_360s,roi_360s,token_amount_420s,sol_return_420s,roi_420s,token_amount_480s,sol_return_480s,roi_480s,token_amount_540s,sol_return_540s,roi_540s,token_amount_600s,sol_return_600s,roi_600s
6hXeBehoZv3gEHed2Zzg1cxBB1uHPfxUjXEBrq2zdKk8,112826.19030013,1001598761.1354,8877.360464543188,112826.19030013,93813.45644651,81370.57800191,85673.94861098,67723.90330618,69466.47823449,88577.76258728,86183.24145858,109737.94954292,97434.22184819,84941.51860412,61397.75811629,64557.28939629,48045.63797327,50036.16062803,60738.86907067,57000.13047705,74831.80047619,64398.82366995,8.863190340291476e-06,8877.360464543188,8877.360464543188,1.0659451616838934e-05,10676.493533808614,10676.493533808614,1.228945430345262e-05,12309.102205368255,12309.102205368255,1.1672159579578892e-05,11690.82057468091,11690.82057468091,1.4765835269107225e-05,14789.442312667194,14789.442312667194,1.4395432522495455e-05,14418.447380539696,14418.447380539696,1.1289515232614406e-05,11307.564470805817,11307.564470805817,1.1603183902993529e-05,11621.734622464533,11621.734622464533,9.112617869799785e-06,9127.186769091773,9127.186769091773,1.0263334391463368e-05,10279.743011608054,10279.743011608054,1.1772805766054387e-05,11791.627670367769,11791.627670367769,1.6287239643277477e-05,16313.279049022096,16313.279049022096,1.549011752741695e-05,15514.882525302562,15514.882525302562,2.0813544000734178e-05,20846.81988597249,20846.81988597249,1.9985546201956296e-05,20017.498316493726,20017.498316493726,1.64639219547617e-05,16490.24383331923,16490.24383331923,1.754381949007346e-05,17571.867866840665,17571.867866840665,1.3363302681968481e-05,13384.667410937,13384.667410937,1.552823394919593e-05,15553.059886135305,15553.059886135305
6j39tM3CzqPfqkV3MCuzq5UktRYJFJcsApwmaCEKyzZv,50280.04453729,1313653288105.91,26126732.78623777,50280.04453729,50052.46184866,50402.52990046,52723.26918007,51139.82379835,54236.09491769,49203.49575993,53128.9570253,58873.55169548,59062.15530421,53346.02503607,51947.25183843,60872.96141273,41274.41275076,48077.83176227,66009.01307525,65204.6425297,68060.16661705,52492.03565134,1.9888606090202525e-05,26126732.786237773,26126732.786237773,1.997903725542267e-05,26245527.983776465,26245527.983776465,1.9840273930195584e-05,26063241.085323393,26063241.085323393,1.8966957390002127e-05,24916005.94074098,24916005.94074098,1.95542324107942e-05,25687481.702826954,25687481.702826954,1.8437905633095893e-05,24221015.3607029,24221015.3607029,2.0323759207661275e-05,26698373.109817,26698373.109817,1.8822127442174334e-05,24725749.603560794,24725749.603560794,1.69855558430115e-05,22313131.28347861,22313131.28347861,1.6931315744393756e-05,22241878.59958222,22241878.59958222,1.874553913480617e-05,24625139.12175614,24625139.12175614,1.9250296495188434e-05,25288215.28791796,25288215.28791796,1.6427654853520497e-05,21580242.81419621,21580242.81419621,2.422808547364703e-05,31827304.146967452,31827304.146967452,2.079960687380185e-05,27323471.961080085,27323471.961080085,1.5149446316672e-05,19901119.96688014,19901119.96688014,1.5336331297951844e-05,20146622.037036017,20146622.037036017,1.4692882044010253e-05,19301352.80886635,19301352.80886635,1.9050509045641714e-05,25025763.847898617,25025763.847898617
6ruBroXz2EgLPCckJrLHnJ2Jhvex67PENodRuU8ywP7s,92829.67925913,27497240.7052218,296.21173879599917,92829.67925913,84747.64790762,79158.73937076,78787.22675428,77909.38095604,82833.47992461,91123.99772478,91460.21224864,104710.15659824,112161.45649947,132123.89235687,154647.44662657,139791.39702241,152705.69810858,138018.90677585,93933.1388231,109921.26488241,88170.06660355,88698.16603634,1.0772416838892048e-05,296.21173879599917,296.21173879599917,1.1799737511182135e-05,324.46022260340993,324.46022260340993,1.2632843927898432e-05,347.3683502769228,347.3683502769228,1.2692412732317381e-05,349.00632803055294,349.00632803055294,1.283542479389286e-05,352.93876511144384,352.93876511144384,1.2072413242931955e-05,331.95805283380724,331.95805283380724,1.0974057602480086e-05,301.75630340836415,301.75630340836415,1.093371615278391e-05,300.64702485567085,300.64702485567085,9.550171945944814e-06,262.603376773901,262.603376773901,8.915718743405631e-06,245.15766434748227,245.15766434748227,7.568653800320797e-06,208.11709536191267,208.11709536191267,6.466320794902733e-06,177.80597937462161,177.80597937462161,7.153516033892198e-06,196.70195227259734,196.70195227259734,6.548544110573785e-06,180.06689367720998,180.06689367720998,7.245384153230926e-06,199.2280720631904,199.2280720631904,1.0645870163917916e-05,292.73205441378997,292.73205441378997,9.097420786321607e-06,250.1539691581734,250.1539691581734,1.1341717643204513e-05,311.8659400458554,311.8659400458554,1.1274190264433382e-05,310.0091234575929,310.0091234575929
6x6inFniDY6e2byN7zzktQMXbieD9uZy84Ytwth1Ziib,57569.15835641,873255.09291626,15.168800758036928,57569.15835641,55646.00769715,56149.92089071,56462.50776314,54918.08427325,57801.27557963,56212.61012009,54578.80923289,49278.85564806,44162.52620334,44990.83054083,32325.26737538,40571.37172971,33590.05029624,37630.59879777,46897.6708015,55578.9360654,66809.38336554,55162.90303599,1.7370412014867605e-05,15.16880075803693,15.16880075803693,1.79707411435954e-05,15.693041227124459,15.693041227124459,1.7809464094284235e-05,15.552205222442975,15.552205222442975,1.771086761138907e-05,15.466105341611142,15.466105341611142,1.8208938152765992e-05,15.901047978500099,15.901047978500099,1.7300656256665977e-05,15.107886186927123,15.107886186927123,1.7789602686366042e-05,15.534861146825927,15.534861146825927,1.8322129303572002e-05,15.9998927274145,15.9998927274145,2.0292679017179406e-05,17.72068530066684,17.72068530066684,2.264363219159257e-05,19.773667133430784,19.773667133430784,2.2226751273072893e-05,19.40962374819387,19.40962374819387,3.093555231538884e-05,27.014628611590705,27.014628611590705,2.4647921856379094e-05,21.52392329088504,21.52392329088504,2.977072053125023e-05,25.99743332370093,25.99743332370093,2.657411872115254e-05,23.205984513007788,23.205984513007788,2.132302058736818e-05,18.620436324277527,18.620436324277527,1.7992427901521816e-05,15.711979298932542,15.711979298932542,1.4967957338097448e-05,13.070844976046903,13.070844976046903,1.812812497100758e-05,15.830477455954796,15.830477455954796
6xDwb2xLAkqMyhuyZJDWs7uzyChBfxe2xz5KVy53rqXQ,70633.71590721,18030605.1061903,255.26910023927837,70633.71590721,71765.78952672,75185.72867729,57427.35371945,61501.78800989,57840.21774728,50295.54330033,55845.67088429,56612.42697973,58513.97034224,81309.38909699,75463.69379438,74078.39549585,77552.43166411,78555.59160742,82976.74578923,79421.77285854,76610.22012236,65748.40396909,1.4157544837562822e-05,255.26910023927837,255.26910023927837,1.3934215823371913e-05,251.2423429756473,251.2423429756473,1.330039646609227e-05,239.8141964358787,239.8141964358787,1.7413304553180398e-05,313.9724179922213,313.9724179922213,1.6259689878271373e-05,293.1720473442306,293.1720473442306,1.7289008218628743e-05,311.7312798677735,311.7312798677735,1.9882477340560684e-05,358.49309746042644,358.49309746042644,1.7906490944874853e-05,322.8648670646109,322.8648670646109,1.7663966258822443e-05,318.4920002218971,318.4920002218971,1.7089935858926346e-05,308.14188476242214,308.14188476242214,1.2298702660367413e-05,221.7530509875369,221.7530509875369,1.3251405407277756e-05,238.9308580006601,238.9308580006601,1.3499212466825389e-05,243.39896923388963,243.39896923388963,1.2894502190867906e-05,232.4956770444449,232.4956770444449,1.2729838570849036e-05,229.52669233652887,229.52669233652887,1.2051569273879567e-05,217.29708648721908,217.29708648721908,1.2591005765901545e-05,227.02345285473592,227.02345285473592,1.3053088718487221e-05,235.3550880991107,235.3550880991107,1.5209494674123581e-05,274.2363923338268,274.2363923338268
7CJa5CqV1ykGEwgEbDjZETWcqBrTcWgQWagnXGJAmPcJ,68236.65335325,5783454.24333016,84.75583076136753,68236.65335325,65035.64138313,66568.89604807,65503.90738685,64883.94647048,79309.18648725,78703.15631677,76965.11580434,80450.4340003,75790.40190649,69210.95451344,58471.46291596,70219.52667015,72536.89254933,67562.37394074,63389.29173864,41079.92177503,49838.35300664,51010.89838157,1.46548804910341e-05,84.75583076136755,84.75583076136755,1.5376184177363956e-05,88.92745762680164,88.92745762680164,1.502203069850957e-05,86.8792271867311,86.8792271867311,1.5266264867136025e-05,88.29174432564,88.29174432564,1.5412132806301574e-05,89.13536487737281,89.13536487737281,1.2608879806890507e-05,72.92287942280088,72.92287942280088,1.2705970723399323e-05,73.4844002958726,73.4844002958726,1.299289930963257e-05,75.143838645456,75.143838645456,1.2430013739842237e-05,71.88841570834278,71.88841570834278,1.3194282849084206e-05,76.3085311312344,76.3085311312344,1.4448579809801802e-05,83.56270021109272,83.56270021109272,1.7102359854366605e-05,98.91071567069592,98.91071567069592,1.4241052986549047e-05,82.36247832454674,82.36247832454674,1.3786088221520273e-05,79.73121042367536,79.73121042367536,1.480113769947035e-05,85.60170263411581,85.60170263411581,1.5775535150685922e-05,91.23708570803859,91.23708570803859,2.4342792215535314e-05,140.7854249334421,140.7854249334421,2.0064868513346927e-05,116.04424894537802,116.04424894537802,1.960365395880374e-05,113.37683567281958,113.37683567281958
7RqJVEx6WvQC7wsjwVWqDyKa6hX6Hi7sLt7H7djVMdN9,62494.35526199,9273054448165980.0,148382272435.50732,62494.35526199,59824.25369266,61228.779133,54974.37097559,54531.11590295,64751.2618747,69763.70799006,73514.07807566,57111.23550812,53853.10274071,46492.63694353,41531.15908555,43187.05486749,36665.66606827,29829.19188317,29530.16517721,44309.1974983,43016.91129673,47760.96413129,1.600144518345347e-05,148382272435.5073,148382272435.5073,1.6715628499728242e-05,155004933213.295,155004933213.295,1.633218911368164e-05,151449278908.9135,151449278908.9135,1.8190294536412706e-05,168679591664.33118,168679591664.33118,1.8338153977624772e-05,170050700313.36606,170050700313.36606,1.5443714470539546e-05,143210405167.24203,143210405167.24203,1.4334100477320974e-05,132920894191.67935,132920894191.67935,1.3602836710688385e-05,126139845467.72441,126139845467.72441,1.7509689487593404e-05,162368303988.9331,162368303988.9331,1.8569032221128734e-05,172191646836.2752,172191646836.2752,2.150878215865882e-05,199452108070.98422,199452108070.98422,2.4078307035450198e-05,223279452159.38766,223279452159.38766,2.3155086705224066e-05,214718379769.54697,214718379769.54697,2.727347153977893e-05,252908386578.87527,252908386578.87527,3.3524206888226575e-05,310871795806.106,310871795806.106,3.386367783583389e-05,314019728386.8391,314019728386.8391,2.2568677756765215e-05,209280577661.59628,209280577661.59628,2.3246671363780982e-05,215567649294.96194,215567649294.96194,2.093760078316473e-05,194155512076.2492,194155512076.2492
7V6Mip6yBeKu7WJqahbipH6zcKU4ndpzLCUqXAiBhzJd,74705.41057046,1001001743.95559,13399.320562082636,74705.41057046,72897.95106416,74764.43721508,72043.10323928,74311.34211638,78246.62090587,80177.37531477,89804.75344411,95829.26394542,95295.24849968,88136.37784936,89353.82187231,91079.590501,94040.8267555,105630.58636533,106645.14847407,90779.36016955,70330.2044138,71476.4318456,1.3385911306341443e-05,13399.320562082634,13399.320562082634,1.3717806679091233e-05,13731.548409015964,13731.548409015964,1.3375343107622561e-05,13388.741776734565,13388.741776734565,1.3880579195466568e-05,13894.483981775715,13894.483981775715,1.3456895966619557e-05,13470.376330815121,13470.376330815121,1.2780104602893858e-05,12792.906995431615,12792.906995431615,1.247234642034713e-05,12484.840517985738,12484.840517985738,1.1135268030353762e-05,11146.422717797044,11146.422717797044,1.0435225721545295e-05,10445.67914583707,10445.67914583707,1.0493702632019034e-05,10504.214635202417,10504.214635202417,1.1346052837673558e-05,11357.418677523503,11357.418677523503,1.119146309632998e-05,11202.674076840938,11202.674076840938,1.0979408169265107e-05,10990.406725034623,10990.406725034623,1.063367937629828e-05,10644.331600339168,10644.331600339168,9.466954926686076e-06,9476.438391561727,9476.438391561727,9.37689162900029e-06,9386.284873511864,9386.284873511864,1.1015719852313177e-05,11026.754783091705,11026.754783091705,1.4218642023508503e-05,14232.88546221225,14232.88546221225,1.399062563951363e-05,14004.640664182936,14004.640664182936
7aa5QCXL4QwiSbdVXJSocJpWqvqSgDd4mhkqw3VsaKM1,63534.32370552,57740461.3921039,908.8073662313539,63534.32370552,63279.53189162,66794.85359413,70860.31157862,69933.22675775,68350.99044623,67998.75983751,58944.94064862,64920.54247183,71157.38853811,71570.38853203,94282.33938246,104150.13371939,104672.12534147,90315.30387093,100288.5234873,76647.16358882,98781.0846635,125782.2307267,1.573952379874184e-05,908.8073662313539,908.8073662313539,1.580289819009278e-05,912.4666328284007,912.4666328284007,1.4971213292514514e-05,864.444763109387,864.444763109387,1.411227212697891e-05,814.8491039026898,814.8491039026898,1.429935448944775e-05,825.6513258299653,825.6513258299653,1.4630365902110442e-05,844.7640775231614,844.7640775231614,1.470615055906317e-05,849.1399185820542,849.1399185820542,1.6964984424382684e-05,979.5660281737124,979.5660281737124,1.540344491782266e-05,889.4020165829385,889.4020165829385,1.4053354409773297e-05,811.4471677270682,811.4471677270682,1.397225892594489e-05,806.764677074,806.764677074,1.060644025752756e-05,612.4207541974267,612.4207541974267,9.601523918291682e-06,554.3964211094831,554.3964211094831,9.553641876838919e-06,551.6316899436047,551.6316899436047,1.1072320605033942e-05,639.3209004159588,639.3209004159588,9.971230657580023e-06,575.7434588157621,575.7434588157621,1.3046797209151563e-05,753.3280905456247,753.3280905456247,1.0123395621808796e-05,584.5295340580444,584.5295340580444,7.950248570267473e-06,459.0510206291583,459.0510206291583
7phiZcRXaSoqWTmiBD7VrRnDiv5LdMfxHffBg6xTxfmb,40941.88158178,1191072684.39693,29091.791544015956,40941.88158178,46110.77269945,49657.42548407,46756.55847364,43747.160345,50806.73459495,43500.52311452,48170.04250573,37371.29253525,36109.32711173,42179.94190689,42412.01269051,53780.58646283,46340.1865993,44817.35765748,41100.821575,42748.67429296,37296.22779104,33386.04918273,2.4424866697993215e-05,29091.79154401596,29091.79154401596,2.1686906149198576e-05,25830.681523390234,25830.681523390234,2.01379751417197e-05,23985.79211036673,23985.79211036673,2.1387373935226032e-05,25473.916885230603,25473.916885230603,2.2858626528299754e-05,27226.285660688864,27226.285660688864,1.9682430055235163e-05,23443.20480134376,23443.20480134376,2.2988229299389986e-05,27380.65198115659,27380.65198115659,2.0759790691092837e-05,24726.419625958344,24726.419625958344,2.675850718989081e-05,31871.3269891178,31871.3269891178,2.7693675844631098e-05,32985.180829083176,32985.180829083176,2.3707951096932455e-05,28237.89295457448,28237.89295457448,2.3578225520614292e-05,28083.380364154265,28083.380364154265,1.8594070198381747e-05,22146.889105051505,22146.889105051505,2.1579541935101004e-05,25702.802940696874,25702.802940696874,2.2312783534508538e-05,26576.146980814705,26576.146980814705,2.433041388662314e-05,28979.291380428567,28979.291380428567,2.339253828427338e-05,27862.21336910745,27862.21336910745,2.6812363051907324e-05,31935.473235260317,31935.473235260317,2.9952630649010184e-05,35675.76019186632,35675.76019186632
7rMLx2oLF13iUCwNdZAXo1KY5AN4jWbiagi3zUTFL4KX,103014.97876365,767431.25298884,7.449705491369152,103014.97876365,105751.10029073,107014.94780239,112248.67991088,108040.06789218,767431.25298884,110805.21668952,108259.26313828,119179.5590508,127956.48026641,121876.36660246,106472.05523364,106792.31473737,113221.15224302,112847.1019628,115769.19650428,118932.50700043,125836.93209566,111970.18383875,9.707326177238036e-06,7.449705491369152,7.449705491369152,9.4561663874022e-06,7.256957619155023,7.256957619155023,9.344488975937871e-06,7.171252883344403,7.171252883344403,8.90879073850981e-06,6.836884439069957,6.836884439069957,9.255825357292103e-06,7.103209651392556,7.103209651392556,1.3030483135856105e-06,1.0,1.0,9.024845850011142e-06,6.925948758705184,6.925948758705184,9.237084855479719e-06,7.088827604605038,7.088827604605038,8.390700619841632e-06,6.4392858901393,6.4392858901393,7.815157137160728e-06,5.997595834075933,5.997595834075933,8.205036200839742e-06,6.2968012124292345,6.2968012124292345,9.392135784414243e-06,7.207818533274343,7.207818533274343,9.363969705678346e-06,7.186203004178273,7.186203004178273,8.832271887266977e-06,6.778161481183403,6.778161481183403,8.861547905143807e-06,6.800628812265142,6.800628812265142,8.637876310759658e-06,6.628976240328903,6.628976240328903,8.408130167443493e-06,6.452661869694425,6.452661869694425,7.946792593765794e-06,6.0986169974761175,6.0986169974761175,8.930948987635096e-06,6.853889371960214,6.853889371960214
7vsRR9aVRf2PmMrgMJbxpqJpi93rrrkMnwzzE1Ljihz5,55756.81628755,20887904.8665978,374.62513567622557,55756.81628755,54705.67314951,54782.94000702,54814.83376337,55461.0454214,55512.8482812,55411.33836548,55807.318014,54123.06423426,54490.62836105,51178.1327638,49707.95511129,48930.32830727,46845.65657089,46681.76085912,46622.32803479,46593.91279418,46470.54925749,46459.48913972,1.79350269004382e-05,374.62513567622557,374.62513567622557,1.827963979653465e-05,381.8233770656909,381.8233770656909,1.825385785925067e-05,381.2848464124266,381.2848464124266,1.8243236936864522e-05,381.0629975960292,381.0629975960292,1.803067346462502e-05,376.62299200977685,376.62299200977685,1.8013847802125123e-05,376.27153917216145,376.27153917216145,1.8046847982704152e-05,376.96084380467676,376.96084380467676,1.7918796953280157e-05,374.28612608399845,374.28612608399845,1.8476411381139027e-05,385.9335232053569,385.9335232053569,1.835177956425993e-05,383.33022567103507,383.33022567103507,1.9539595252825116e-05,408.14120677283705,408.14120677283705,2.0117504286006593e-05,420.2125156794792,420.2125156794792,2.0437222364833826e-05,426.8907564941539,426.8907564941539,2.1346696219034368e-05,445.88775983935284,445.88775983935284,2.1421642662920988e-05,447.4532340293464,447.4532340293464,2.144895036673825e-05,448.0236347488066,448.0236347488066,2.1462030982830636e-05,448.2968614133408,448.2968614133408,2.1519005391114948e-05,449.48693743341425,449.48693743341425,2.1524128192469978e-05,449.59394202076857,449.59394202076857
7xvVAKmuCRqGLF7xb5rngyNsHthk7MNTsDjMHhmjoSJg,82624.23145426,1353591138991890.0,16382495972.034853,82624.23145426,84516.40468664,84096.75690401,83137.2669252,82759.64719652,78685.08606078,76779.84706157,71731.41630354,79999.25031244,88097.16037399,82475.36930663,85602.57865825,119254.30089558,121084.77266458,118002.55118698,119308.46465199,134732.73385205,145652.85065769,149095.48404144,1.2102987009974072e-05,16382495972.034853,16382495972.034853,1.18320224778572e-05,16015720782.380371,16015720782.380371,1.1891064968669638e-05,16095640174.768099,16095640174.768099,1.2028300147269898e-05,16281400496.47938,16281400496.47938,1.2083183458061545e-05,16355690059.64549,16355690059.64549,1.27088886860663e-05,17202639111.893627,17202639111.893627,1.3024251001673613e-05,17629510747.87165,17629510747.87165,1.3940893008000587e-05,18870269245.263588,18870269245.263588,1.2500117139778979e-05,16920047796.765474,16920047796.765474,1.1351103665030753e-05,15364753338.763994,15364753338.763994,1.2124832036606743e-05,16412065206.515879,16412065206.515879,1.168189107938309e-05,15812504251.721357,15812504251.721357,8.385441803693166e-06,11350459722.011242,11350459722.011242,8.258676776559884e-06,11178871704.549564,11178871704.549564,8.474393052871018e-06,11470863344.700642,11470863344.700642,8.381634973820951e-06,11345306830.828562,11345306830.828562,7.422101306859102e-06,10046490561.664608,10046490561.664608,6.865639741924291e-06,9293269118.179287,9293269118.179287,6.7071112611436125e-06,9078686371.316713,9078686371.316713
88rSKiP7YfB37XdRU1n4TjARfFvBTGsgWoin3XHiz2WP,78918.04104573,1000270653.71005,12674.803384063109,78918.04104573,83980.26861046,80997.47275119,81671.95745121,82546.80055988,89893.28024936,90079.12636479,92906.82729822,93555.15114901,90288.0010079,83755.08049688,90767.79063618,110638.81657981,99159.21632194,97651.49516603,98828.84137576,123487.14391829,108609.4413641,125775.91528004,1.2671373829724664e-05,12674.803384063109,12674.803384063109,1.1907558960527626e-05,11910.781785537933,11910.781785537933,1.2346064216988896e-05,12349.405725073739,12349.405725073739,1.2244104723428356e-05,12247.418635797992,12247.418635797992,1.2114339904362416e-05,12117.618695402338,12117.618695402338,1.112430203043035e-05,11127.312864046602,11127.312864046602,1.1101351005007955e-05,11104.355626844028,11104.355626844028,1.0763471631531636e-05,10766.384805061729,10766.384805061729,1.068888230865289e-05,10691.775294306015,10691.775294306015,1.1075668846766273e-05,11078.666517630936,11078.666517630936,1.1939574221258752e-05,11942.805711318153,11942.805711318153,1.101712394882729e-05,11020.10577429812,11020.10577429812,9.03841916348268e-06,9040.865445162264,9040.865445162264,1.0084791279040592e-05,10087.520765215344,10087.520765215344,1.024049860475531e-05,10243.270233695448,10243.270233695448,1.0118503729067014e-05,10121.24233964144,10121.24233964144,8.098008977045321e-06,8100.200733218977,8100.200733218977,9.207302674982197e-06,9209.794665610734,9209.794665610734,7.950647767289156e-06,7952.799639604673,7952.799639604673
8E4vy7ukicjC7KVm41TpUZEV8Db61vNhGddzc6yYEwrC,86856.148908,906547.91240815,10.437348694430213,86856.148908,86128.39193689,86520.9623826,86854.43387793,82970.2305043,86202.17187546,149164.53338374,193624.91478849,367632.35530059,463083.28769737,453799.75435528,463615.22753621,557558.06695991,512688.51341605,547662.6207458,562698.95124246,580277.62114331,700202.70206116,670148.4021404,1.1513289646991172e-05,10.437348694430213,10.437348694430213,1.161057320950266e-05,10.525540904936632,10.525540904936632,1.1557892705561343e-05,10.477783504064021,10.477783504064021,1.1513516988729153e-05,10.437554790608184,10.437554790608184,1.2052515630267825e-05,10.926182883885895,10.926182883885895,1.1600635787283215e-05,10.516532155568875,10.516532155568875,6.704006490788293e-06,6.077503088994815,6.077503088994815,5.164624609866813e-06,4.681979658446516,4.681979658446516,2.7201087868948928e-06,2.4659089422826304,2.4659089422826304,2.1594387587865423e-06,1.9576346987511866,1.9576346987511866,2.203615119670381e-06,1.9976826864882198,1.9976826864882198,2.1569610759212963e-06,1.9553885605220884,1.9553885605220884,1.7935351656779146e-06,1.625925560275919,1.625925560275919,1.9505020569643496e-06,1.7682235678888336,1.7682235678888336,1.8259416694135757e-06,1.6553036085859294,1.6553036085859294,1.77714921592081e-06,1.6110709117307909,1.6110709117307909,1.7233130549300161e-06,1.5622658523725177,1.5622658523725177,1.4281578706513673e-06,1.2946935362282657,1.2946935362282657,1.4922067959963503e-06,1.3527569557917456,1.3527569557917456
8JCJJXRTPn1G9wEVXNEGqWLr9xzqppEaLPu2bZ55cfBQ,58004.45117704,670599641218.035,11561175.52377566,58004.45117704,57725.8378392,53609.78534318,55676.08904354,57291.862864,54753.44331885,57825.22760981,58156.63851691,57448.03708368,56483.12658573,51659.0458745,51609.55110869,41802.92506886,47239.09267941,47328.71604573,49622.02135811,54080.21548246,57420.05871812,55958.29814449,1.7240056232026408e-05,11561175.523775658,11561175.523775658,1.7323265238446275e-05,11616975.45362693,11616975.45362693,1.8653311025189835e-05,12508903.68102072,12508903.68102072,1.796103169563467e-05,12044661.410998365,12044661.410998365,1.7454485681043573e-05,11704971.83535315,11704971.83535315,1.8263691548614066e-05,12247624.999817451,12247624.999817451,1.7293490079239237e-05,11597008.24254548,11597008.24254548,1.7194941549264982e-05,11530921.63370218,11530921.63370218,1.7407035135828564e-05,11673151.516756365,11673151.516756365,1.770440236664664e-05,11872565.875052966,11872565.875052966,1.935769395411194e-05,12981262.620435992,12981262.620435992,1.937625843507134e-05,12993711.954706766,12993711.954706766,2.3921770984990806e-05,16041931.039834835,16041931.039834835,2.116890785321683e-05,14195862.01134485,14195862.01134485,2.1128821644639145e-05,14168980.214254864,14168980.214254864,2.0152343105558806e-05,13514154.056290478,13514154.056290478,1.849105058252464e-05,12400091.88638556,12400091.88638556,1.7415516847676625e-05,11678839.349678589,11678839.349678589,1.7870450552622216e-05,11983917.728993094,11983917.728993094
8LhtJt8gmbdLAwJK7YMiv1M92UxbQxbYjSHb3vFrhtzn,63101.18745422,9578806.56990753,151.80073396965733,63101.18745422,62286.65767689,51584.72774316,52952.59132505,54658.11678344,60812.58673415,65289.16959048,64641.04056064,65730.78030188,61294.7323221,48438.74591352,48881.90129578,52115.83016855,47807.30067885,36859.26374197,28462.04246157,31883.95226199,38466.82236868,39625.1540248,1.5847562309750533e-05,151.80073396965736,151.80073396965736,1.6054802702489953e-05,153.78584960517992,153.78584960517992,1.9385582589075453e-05,185.69074586572097,185.69074586572097,1.888481705949932e-05,180.89400972103388,180.89400972103388,1.829554435550868e-05,175.24948047258115,175.24948047258115,1.6443964213718253e-05,157.5135524456887,157.5135524456887,1.5316476013899444e-05,146.7135610697711,146.7135610697711,1.5470047996240038e-05,148.1845973831689,148.1845973831689,1.5213572627729759e-05,145.72786943826316,145.72786943826316,1.631461566297512e-05,156.27454769802236,156.27454769802236,2.0644630267376196e-05,197.75092003845495,197.75092003845495,2.0457469400567905e-05,195.9581422978421,195.9581422978421,1.9188027836568235e-05,183.79840710448838,183.79840710448838,2.0917307310814162e-05,200.3628406936015,200.3628406936015,2.713022178089099e-05,259.87514663784697,259.87514663784697,3.5134512969342214e-05,336.5467036612365,336.5467036612365,3.136374034758971e-05,300.42720209836614,300.42720209836614,2.5996428569421118e-05,249.0147607749028,249.0147607749028,2.523649496413654e-05,241.73550376390938,241.73550376390938
8Q9Vd6UL31TqmUDTpqhA88ZpdBBJNvTQggvYDBsvUiGA,42209.4399752,908507.6538013,21.523802598070247,42209.4399752,38311.84826319,48276.16174744,50550.05404143,50641.11276505,50368.26515212,46185.12688243,43833.81429692,54840.67200815,51569.02010697,49719.08078164,31843.69540932,47754.40289162,41018.6661617,43085.11836028,49943.7587827,62145.97281462,72481.67128521,61502.59707499,2.3691382794643714e-05,21.523802598070247,21.523802598070247,2.610158594099464e-05,23.71349060374604,23.71349060374604,2.0714157128554825e-05,18.818970293334818,18.818970293334818,1.978237252091593e-05,17.97243684560064,17.97243684560064,1.97468014701713e-05,17.94012027374539,17.94012027374539,1.9853770960342673e-05,18.037302874289303,18.037302874289303,2.16519920481246e-05,19.671000495766084,19.671000495766084,2.2813437891264356e-05,20.726182933734258,20.726182933734258,1.823464161510252e-05,16.56631147164434,16.56631147164434,1.9391487329518625e-05,17.617314657458603,17.617314657458603,2.0113002579268818e-05,18.272816784191008,18.272816784191008,3.140339044027284e-05,28.530220570298454,28.530220570298454,2.0940477515121045e-05,19.024584096741496,19.024584096741496,2.4379144754680524e-05,22.148639602757072,22.148639602757072,2.3209870091059004e-05,21.08634462146098,21.08634462146098,2.0022521820011466e-05,18.190614321883952,18.190614321883952,1.6091147257167844e-05,14.618930441580781,14.618930441580781,1.3796591362595299e-05,12.534308849286736,12.534308849286736,1.6259475982464643e-05,14.77185837686754,14.77185837686754
